f_id,f_ori_name,sci_name,edible_portion,alcohol (etanol),"energía, total","grasa, total (lipidos totales)","proteina, total",agua (humedad),carbohidratos,"fibra, dietetica total",ácido graso 22:6 n-3 (ácido docosahexaenóico),ácido graso 20:5 (ácido eicosapentaenóico),ácido graso 12:0 (láurico),ácido graso 14:0 (ácido mirístico),ácido graso 16:0 (ácido palmítico),ácido graso 18:0 (ácido esteárico),ácido graso 18:1 n-9 cis (ácido oléico),ácido graso 18:2,ácido graso 18:3,ácido graso 20:4 n-6  (ácido araquidónico),"ácidos grasos, monoinsaturados totales","ácidos grasos, poliinsaturados totales",ácidos grasos saturados totales,"ácidos grasos, trans totales",colesterol,Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,Vitamina D,Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,"folato, total","equivalentes de niacina, totales",riboflavina,tiamina,Vitamina B-12,"Vitamina B-6, Total",Vitamina C (ácido ascórbico),calcio,"hierro, total",potasio,magnesio,sodio,fósforo,ioduro,"selenio, total",zinc (cinc)
781,"Chocolate negro, con almendras",,1.000000,0,2228.7,37.4,8.2,3.8,41.5,9.1,0,0,NA,NA,NA,NA,NA,1.642,0.062,NA,8.6,0.8,16.3,0,9.1,30.2,0,0.4,13.8,1.2,0.25,0.08,0,0.04,0,78,2.5,460,139,106,219,0,0.1,0.001
782,"Chocolate negro, con azúcar",,1.000000,0,2215,30,2,5,63,NA,0,0,0,0.03,8.69,11.35,11.15,0.96,0.03,0,9.3,0.85,16.8,0,0,2,0,0.55,10,0.6,0.15,0.03,0,0.043,0,63,2.8,327,103,19,147,10,2.8,1.5
783,Crema de chocolate con avellanas,,1.000000,0,2265.14,33,5.4,4.5,56.02,1.1,0,0.068,0.133,0.078,2.382,2.476,8.323,10.072,0.013,0,16.8256,4.60701,10.1154,4.017,6,17.65,0.05,12.3,22.3,0.86,0.12,0.11,0.07,0.06,0.24,74.1,1.18,288.1,72.2,93.8,152,3.4,3.6,1
784,Crema inglesa,,1.000000,0,515.059,5.92593,5.5,1.7,11.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,0.4,3.1,NA,100,103.333,0.25,0.28,10,0.1,0.21,0.05,0.6,0.06,TR,130,0.4,170,13,78,130,23.7,16.6,0.064
785,"Turrón, tipo Alicante",,1.000000,0,2023.74,28.07,13.05,2.15,44.9,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2826,6.22034,2.2917,NA,0,0,0,9.36,29,1.37,0.33,0.08,0,0.16,0,102.459,2.07385,268.065,118.962,12.4962,250,NA,2.6,2.25769
786,Fructosa,,1.000000,0,1700,0,0,TR,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.5,0
787,Crema pastelera,,1.000000,0,660.908,5.36508,4.9,66.1,22.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.47,2.6,NA,120,93.3333,0.3,0.3,15,0.2,0.18,0.06,1,0.05,1,108,0.6,148,13,72,120,23.7,16.6,0.064
788,"Chocolate, negro",,1.000000,0,2261.9,29.2,4.7,1.3,64.8,NA,NA,0.003,0.016,0.045,8.432,10.883,8.013,0.989,0.048,NA,9.3,1.2,16.9,0,9,8.66667,0,0.133333,6,0.96667,0.136667,0.0467,0,0.05,0,37.6667,1.5,359.667,123.667,12.3333,181.333,2.3,6.8,2.23333
789,Aperitivos de trigo,,1.000000,0,2122.8,25.9,10.3,0,58.2,6.3,0,0.006,0.084,0.303,11.99,1.464,10.793,7.723,0.54,0.006,11.4,3,11.4,0.3833,0,3.37,0,1.74,10.29,3.8,0.1,0.1,0.24,0.12,0,61.2,15.3,349.5,60.3,1234.3,199.7,10,17.1,1.9
790,Alioli,,1.000000,0,3271.03,86.89,0.46,8.25,2.84,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.74,8.71,12.61,NA,0,0.00167,0,10.45,0.56,0.03,0,0.02,0,0.04,0,2.46,0.14,51.77,7,565.01,15.65,32,0.2,0.13
791,Zumo de uva y melocotón,,1.000000,0,214.2,TR,0.6,87.4,12,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,0.14,0.03,NA,0,6.42,0,1.17,7.41,0.17,TR,TR,0.48,0.03,0,13.4,0.41,97.7,10.5,3.3,24.2,0.24,0.2,0.24
792,Caldo vegetal,,1.000000,0,435.6,2.4,11.3,77.2,9.1,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,TR,1.3,NA,TR,62.45,NA,1.94,0.58,TR,0.01,TR,0.84,0.14,0,20,2.5,74.3,50.3,278.3,115.5,0.1,TR,1.3
793,"Chile, rojo",,1.000000,0,140.6,0.4,1,90.3,6.4,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,0.2,0.1,NA,0,684.17,0,0.8,23,2.5,0.15,0.12,0,0.28,225,16,1,440,21,12,39,1,TR,0.3
794,"Chile, verde",,1.000000,0,68.9,0.3,0.8,94.4,2.6,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,0.2,0.1,NA,0,29.17,0,0.8,29,1.6,0.08,0.07,0,0.28,120,30,1.2,220,24,7,80,1,TR,0.4
795,"Bacalao, fresco, al horno",,0.790000,0,414.814,1.05714,22.1,76.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.4,0.2,NA,58,TR,TR,0.6,12,2.1,0.07,0.08,1.5,0.33,TR,18,0.4,300,34,210,164,147.7,37.6,0.4
797,"Bacalao, salado, remojado, crudo",,1.000000,0,456.8,0.4,26,73.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,0.2,0.1,NA,50,15,7,1,TR,5.5,0.05,0.05,5,0.22,0,28,0.2,100,21,3120,157,60,27,0.4
798,"Bígaro, hervido",,0.840000,0,397.15,1.2,20.75,68.25,TR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.4,0.2,NA,105,84,TR,3.9,11,1.85,0.295,0.17,27,0.375,TR,130,11.6,260,305,875,200,NA,89.6,2.2
799,"Bogavante, hervido",,0.600000,0,433.843,1.57143,22.1,74.3,TR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.6,0.2,NA,110,TR,TR,1.47,9,1.5,0,0.08,3,0.08,TR,62,0.8,260,34,330,260,140,51.8,2.5
800,"Bonito del norte, al vapor",,1.000000,0,683.9,4.7,30,64,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,2,1.2,NA,54,26,3.5,0.9,10,11.2,0.07,0.2,3,0.37,TR,9,1.6,277,28,43,182,NA,65.7,0.7
801,"Bonito del norte, enlatado en aceite de soja",,1.000000,0,858.2,8.4,32.2,57.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,4.2,1.8,NA,33,26,3.1,2,5,8,0.1,0.1,5,0.52,TR,10,1.2,267,33,347,200,NA,60.1,1.1
802,"Bonito, enlatado en aceite, escurrido",,1.000000,0,851.708,4.73,26.23,59.5,0,0,0.925,0.186,NA,0.071,0.711,0.264,0.667,0.045,0.012,0.035,1.03,1.26,1.13,NA,46.7,5,23.8,7.2,15.5,13.5,0.11,0.05,5,0.42,TR,28.5,1,267,29,347,200,NA,60.1,1.1
803,"Breca, cruda",,1.000000,0,315.8,1.59,15.4,82.6,1,0,0.133,0.128,NA,0.022,0.158,0.122,0.214,0.025,0.007,0.02,0.36,0.38,0.35,NA,48,2.2,14,2.6,6,7.8,0.07,0.07,2,0.45,0,30,0.4,316,26,141,210,7,28,0.5
804,"Caballa, al horno",,1.000000,0,1036.23,20.3333,16.7,61,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,5.2,4.9,NA,80,50,7.5,1.6,5,7,0.4,0.15,10,0.5,TR,17,1.3,380,29,90,250,46.5,31.9,0.5
805,"Caballa, enlatada en aceite, escurrida",,1.000000,0,867.5,16.6,14.9,67.85,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,4.25,3.7,NA,68,52.25,4.65,0.7,9,5.8,0.21,0.05,7.3,0.2,0.01,17,1.65,277.5,25,382,113,46.5,31.9,1.6
806,"Cabracho o rascacio, crudo",,0.990000,0,385.371,1.68571,19,79,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.48,0.37,NA,35,57,0,0,3.4,0,0.07,0.04,0,0,0.01,9,0.4,405,26,60,178,NA,63,0.1
807,"Calamar, crudo",,0.700000,0,299.095,1.47,14,79.75,1.09091,0,0.37,0.17,NA,0.04,0.3,0.07,0.09,0.01,0,0.02,0.18,0.66,0.46,NA,187.5,15,TR,1.2,5,2.8,0.16,0.06,2.15,0.375,0,20.3333,3.9,316.333,31.6667,136.5,158.5,NA,44.8,2.1
810,"Cangrejo, en conserva",,1.000000,0,411.629,1.61429,19.7,79.37,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.61,0.2,NA,100,TR,TR,2.3,20,1.5,0.15,0.04,7,0.3,TR,97,2,170,38,720,200,106.3,36.7,5.5
811,"Carpa, al horno",,0.900000,0,621.657,7.42857,20.4,73.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1.5,1.2,NA,75,44.0017,0.01,0.63,5.8,1.5,0.05,0.05,1.5,0.22,0,40,1.3,337,26,55,373,96.8,16.2,0.4
812,"Carpa, cruda",,0.710000,0,484.9,4.95,17.75,76.7,0,0,0.643,0.127,NA,NA,NA,NA,NA,0.003,0.003,0.157,0.48,1.05,1.14,NA,66,44,0.01,0.565,8,2.2,0.06,0.08,1.75,0.17,TR,41,1.05,340,33,45,277.5,1,12.6,1
815,"Dorada, cruda",,0.700000,0,326,7.22,17,82,0,0,0.527,0.312,0.003,0.251,0.884,0.304,1.337,0.966,0.124,0.037,2.13,2.46,1.49,NA,67,9,14,1.25,6,5,0.08,0.06,2,0.18,TR,30,0.9,300,25,73,180,7,28,0.5
816,"Gamba quisquilla, congelada",,1.000000,0,312.214,0.857143,16.5,81.2,TR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,0.1,NA,130,2,TR,2.85,14,0.5,0,TR,3,0.08,TR,130,2.6,75,47,380,150,210,21,1.1
817,"Gamba roja, cruda",,0.470000,0,373.129,1.81429,18,78.67,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,0.6,0.3,NA,185,0.0117,TR,1.5,5,1.5,0.02,0.02,1.9,0.06,TR,115,3.3,221,69,305,215,210,21,1.1
818,"Jurel, crudo",,0.710000,0,467.8,1.97,15.4,78.3,0.8,0,0.211,0.077,NA,0.028,0.227,0.118,0.195,0.018,0.02,0.016,0.31,0.4,0.41,NA,55,36,16,1.3,4,9,0.3,0.14,10,0.16,2.8,17,1,420,31,39,157,10,36.5,0.5
820,"Lenguado, al horno",,0.650000,0,307.414,0.957143,16,81.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.32,0.15,NA,50,0,0,0.8,7,1.7,0.08,0.05,0.7,0.2,0,25,0.7,250,29,85,175,16.6,19.3,0.6
821,"Lija, cruda",,1.000000,0,565,7,18,75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,1.2,NA,63,190,9.1,1,3,6,0.29,0.17,5,0.37,TR,8,0.9,290,21,120,230,260,36.5,0.4
822,"Lucio, al horno",,0.650000,0,397.743,0.871429,21.5,76.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.26,0.15,NA,58,8.00167,0.01,0.11,2.9,2.3,0.07,0.07,0.1,0.15,0,46,0.9,290,25,56,282,8,5.42,0.1
823,"Mejillón, en conserva, al natural",,1.000000,0,345.3,2.9,12,85.1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.71,0.46,NA,100,TR,TR,1.2,27,3,0.14,0.1,10.2,0.08,TR,80,4.5,320,23,290,189,40,57.2,1.8
824,"Mejillón, hervido",,0.200000,0,467.641,2.7,18.45,72.9,3.18182,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1,0.5,NA,54,84,TR,1.05,32,1.15,0.245,0.01,16.1,0.07,TR,76.5,7.35,173,53,373,212.5,140,46,2.3
825,"Merluza, congelada, cruda",,0.700000,0,353.424,1.8775,16.7033,82.0167,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.518463,0.771913,0.427086,NA,59.6,TR,TR,0.42,14.3,3.2,0.12,0.05,1,0.16,0,25.4,0.77,270,19.4,100,190,4,42.6,0.27
826,"Mero, crudo",,0.570000,0,366.8,1.2,19.4,79.6,0,0,0.16,0.032,0.001,0.031,0.214,0.09,0.094,0.011,0.01,0.04,0.2,0.32,0.23,NA,37,TR,TR,0.8,11,2.3,0.14,0.8,2,0.32,TR,14,0.9,255,20,80,210,7,56.5,0.5
827,"Mújol, al horno",,0.520000,0,618.229,5.31429,24.8,70.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,0.92,1.4,NA,63,0.0117,TR,TR,5,0.1,TR,TR,TR,0.5,TR,30,1.4,458,30,70,240,330,46.8,0.6
828,"Mújol, crudo",,0.490000,0,533.8,6.8,15.8,76.6,0.8,0,0.1,0.118,NA,0.051,0.389,0.13,0.24,0.019,0.007,NA,1.4,2.4,2.3,NA,34,27,TR,1,9,5.7,0.21,0.08,0.22,0.42,1.2,38,1.2,290,26,80,217,330,36.5,0.8
829,"Ostra, cruda",,0.150000,0,267.155,2.21,8.145,84.12,2.76,0,0.159,0.12,NA,0.015,0.079,0.048,0.088,0.016,0.007,0.014,0.310174,0.875679,0.37391,NA,53.5,75,3,0.85,8,1.85,0.195,0.14,16.75,0.135,TR,116,6,240,43,395,187.5,20,63.7,59.2
830,"Palometa, cruda",,0.600000,0,525,1.8,20,75,TR,0,0.331,0.035,0.002,0.087,0.412,0.184,0.25,0.001,0.002,0.038,0.4,0.43,0.79,NA,79,36,16,2.6,1.2,9,0.08,0.05,10,0.63,TR,25,0.7,430,28,110,250,48,45,0.5
831,"Perca, al horno",,0.610000,0,407.9,1.1,21.6,77.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.4,0.2,NA,93,3.00167,0.01,0.01,3,0.01,0.12,0.06,0.01,0.01,0,60,1.1,290,32,73,227,18,16.1,0.3
832,"Perca, cruda",,1.000000,0,375.4,1.6,18.6,79.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.43,0.24,NA,42,7,8,1.25,9,1.74,0.11,0.11,1,0.23,0.8,20,0.3,330,20,47,198,18,43.3,0.48
834,"Pescadilla, rebozada en harina, frita",,0.850000,0,739.271,10.2857,18.1,67,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.7,1.5,NA,110,TR,TR,0.4,13,1.9,0.06,0.07,1,0.22,0,48,0.7,320,33,130,260,10,15,0.38
835,"Pez espada, crudo",,0.940000,0,461.4,4.2,18,75.1,0,0,1.656,0.288,NA,NA,NA,NA,NA,0.043,0.058,0.13,1.77938,1.0048,0.947936,NA,40,40,7.2,1,2,9,0.135,0.105,4,0.465,TR,7.5,0.65,346,27,116,261,2,48.1,0.7
836,"Platija, al vapor",,0.800000,0,424.644,2.74714,19,78,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1538,0.3846,0.3846,NA,80,TR,TR,0.4,11,3.2,0.15,0.3,2,0.5,0,35,0.6,250,20,100,250,22.7,27.3,0.4
837,"Platija, cruda",,1.000000,0,344.837,1.23,17.6075,81.2,0,0,0.126,0.037,NA,0.003,0.081,0.048,0.039,0.003,0.001,0.005,0.133389,0.434573,0.288303,NA,48,TR,TR,0.36,11,6.3,0.21,0.14,1,0.25,TR,27,0.4,300,23,92,190,28,36,0.5
838,"Rape, a la parrilla",,0.730000,0,396.2,0.6,22,75.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.2,0.1,NA,29,TR,TR,0.4,8,2,0.08,0.04,1.04,0.3,TR,12,0.5,388,30,88,480,NA,36.5,0.6
839,"Salema, cruda",,1.000000,0,431.6,0.95,12.7,77.2,7.9,0,0.066,0.087,NA,0.039,0.25,0.072,0.111,0.016,0.001,0.088,0.16,0.27,0.45,NA,67,2.2,14,2.6,6,7.8,0.07,0.07,2,0.45,0,694,0.4,280,26,177,NA,7,28,0.5
843,"Tenca, cruda",,1.000000,0,384.38,4.3,17.7,78.3,3.3,0,0.087,0.044,0.003,0.057,0.784,0.263,0.818,0.833,0.108,0.045,NA,NA,NA,NA,NA,1,NA,NA,NA,4,0.18,0.08,NA,NA,1,31,0.8,245,18,80,156,NA,NA,NA
844,"Trucha, ahumada",,1.000000,0,826.5,6.7,21.9,71.4,0,0,1.5,0.5,NA,NA,NA,NA,NA,0.5,0.2,0.034,NA,NA,NA,NA,59.3,26,TR,0.2,7,5.1,0.1,0.08,3.2,0.23,TR,26,1,250,28,60,180,11,16,0.8
846,"Vieja, cruda",,1.000000,0,348.2,1.6,12.1,81.4,4.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,232,NA,205,NA,NA,NA,NA
847,"Volador, crudo",,0.700000,0,368.1,0.3,21,78.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,NA,3,8.4,0.07,0.02,1,NA,TR,61,0.8,460,20,79,230,NA,NA,NA
849,"Soja, germinada, en conserva",,1.000000,0,54.7,0.1,2,94.2,1,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,3.5,0,0,15,0.3,0.07,0.03,0,0.04,1,31,0.6,35,9,131,24,1,0.6,0.3
850,"Cebollino, crudo",,1.000000,0,102.725,0.525,3,91.3,1.9,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.22,0.12,NA,0,500,0,0.9,130,0.65,0.11,0.08,0,0.13,60,86,1.5,275,40,3,54,1,0.3,0.4
852,"Col rizada, cruda",,1.000000,0,140.8,1.6,3.4,90.3,1.4,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.9,0.2,NA,0,165.83,0,0.2,150,1,0.03,0.15,0,0.19,62,53,1.1,320,7,5,44,0,2,0.3
855,"Salsa vinagreta, con aceite de oliva",,1.000000,0,2661.82,71.7573,0.2,21.9,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.4,8.1,10.1,NA,TR,0.333333,0,9.5,0,0,0,0,0,0,0,8,0.2,34,11,700,8,0,1.6,0
856,"Salsa siciliana, picante",,1.000000,0,280.7,4.6,1.3,58.6,5.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0.63,0.59,NA,2,31.61,0,1.64,6.31,3.917,TR,0.09,0.91,0.12,1,35.6,13.4,143.2,37.3,1343,54.2,1.4,1.4,1.03
857,Salsa napolitana,,1.000000,0,316.7,4.7,1.9,86.9,6.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,2.9,0.47,NA,0,57.49,0,3.09,5.29,1.095,TR,0.09,0.63,0.1,1.9,33.4,18.4,214.3,29.4,773.2,67.3,14,0.6,1.54
858,Salsa carbonara,,1.000000,0,1269.1,29.9394,7.481,60.039,2.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.931,1.1171,17.574,NA,96.8,189.837,0.332,0.502,0.66,0.9642,0.1264,0.1651,0.298,0.0925,0,35.15,0.332,133,9.28,185.1,78.15,5.3,3,0.7481
859,"Coliflor, congelada, cruda",,1.000000,0,76.175,0.175,2,92.5,2.1,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,0.14,TR,NA,0,0,0,0.12,64,0.43,0.07,0.05,0,0.12,47,22,0.5,193,12,24,35,1,0.4,0.6
861,"Espinaca, picada, congelada, cruda",,1.000000,0,92.7125,0.8,2.7125,90.7,1,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.32,0.24,NA,0,542,0,1.715,143.015,0.765,0.175,0.075,0,0.205,26.28,147.33,2.27,380,53.585,56,43,1,0.3,0.54
865,Salsa al roquefort,,1.000000,0,1883.25,47.4874,7.23,46.538,0.1942,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.129,4.497,12.772,NA,38,117.573,0.076,4.6626,20.14,0.266,0.0228,0.0152,0.228,0.0456,0,234.08,0.362,75.64,17.76,933.2,176.78,14.8,1,0.776
866,Sal de mar,,1.000000,0,0,TR,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,0,0,0,0,0,0,0,0,0,0,110,2,56,70,35000,1,74,0,0.1
870,"Patatas chips, ""lights""",,1.000000,0,1913.78,22.25,7.05,1.1,57.0991,8.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.18115,6.74945,6.34039,NA,0,0.333333,0,1.77,41,5,0.14,0.19,0,0.53,14,36,1.8,1060,48,885,130,2.6,8.1,0.9
871,"Palomitas de maíz, sin aceite, sin sal",,1.000000,0,1428.7,4.2,12,4.1,62.9,15,NA,NA,NA,NA,3.476,1.222,13.79,19.558,0.076,NA,1.1,1.9,0.6,0.038,0,20,0,11,23,2,0.2,0.2,0,0.2,0,10,2.7,301,106,4,300,2,7.3,1.7
872,"Menta, fresca",,1.000000,0,181.71,0.73,3.8,NA,5.3,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,0.39,0.19,NA,0,123.33,0,5,110,1.1,0.33,0.12,0,0.16,31,210,9.5,260,63,15,75,3,NA,1.09
873,"Mayonesa, aceite de soja",,1.000000,0,2957.12,79.0032,1.3,19,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,40.6,11.6,NA,150,72.3333,0.5,17,10,TR,0.05,0.02,0.48,0.1,0,15,0.6,25,7,410,46,35,0,0.1
874,"Mayonesa, aceite de oliva",,1.000000,0,3270.44,87.3807,2.1,9.1,0.0971,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.3,7.3,12.8,NA,150,70.3333,0.6,4.6,16,0,0.06,0.04,1,0.04,1,19,1.2,25,7,330,61,35,0,0.5
875,"Galletas saladas, con queso",,1.000000,0,2006.74,26.2552,11.8,3,49.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7.3,8.8,NA,30,TR,0.05,4,11,0.45,0.2,0.1,0.5,0.12,0,236,1,148,27,821,226,TR,7.3,1.2
876,"Flan de huevo, bajo en calorías",,1.000000,0,320,2.4,5.7,84,7.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,0.416,1.6,NA,117.6,24,0.4,0.23,0.3,1.5,0.12,0.05,0.7,0.06,TR,99,0.8,129,13,91,118,33,4.6,0.6
877,Crema de vainilla y mousse de chocolate,,1.000000,0,547.6,6.5,4,70.6,22.5,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.13,3.3,NA,35,23.2,0.08,0.58,0.28,1.1,0.15,0.04,0.3,0.04,0,116,1.6,160,28,58,104,0.45,6.1,0.6
878,"Judía verde, congelada, cruda",,1.000000,0,121.925,0.55,1.875,90.05,4.1,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,0.22,0.165,NA,0,31,0,0.16,61.925,0.53,0.1,0.06,0,0.135,10.4833,46.785,0.695,204,19.795,4,33,1,2.5,0.24
879,"Maíz, en mazorca, congelado, crudo",,0.700000,0,395.1,0.8,3.2,73.2,18.3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.4,0.1,NA,0,12,0,0.4,30,1.6,0.08,0.13,0,0.2,6,4,0.7,272,30,5,81,2,0.8,0.3
880,"Nabo, pelado, crudo",,0.730000,0,77.1,0.2,0.9,89.8,3.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,0.1,TR,NA,0,2.66667,0,TR,16,6,0.05,0.05,0,0.09,20,39,0.3,238,8,57,31,20,1,0.1
881,"Níscalo, crudo",,0.550000,0,58.62,0.67,1.89,89.8,0.1,6.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,0.49,0.14,NA,0,216.667,2.1,0.13,2,6.5,0.06,0.13,0,0.09,6,6,1.3,310,12.33,6,74,3,36,0.46
882,"Palmito, en conserva",,1.000000,0,194.7,0.3,2.8,87.4,8,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,1.66667,0,0.9,28,0.4,0.09,0.07,0,0.1,7,44,0.4,163,23,620,71,NA,0.7,TR
883,"Patata, frita con aceite s/e, sin sal",,1.000000,0,1208.22,17.125,3.8,46,30,3,NA,NA,0.0816,0.2856,5.692,2.754,6.161,0.918,0.0408,NA,3.23,8.81,1.66,4.264,0,TR,0,0.7,40,1.6,0.04,0.12,0,0.19,12,15,0.9,700,35,10,73,1,0.6,0.6
884,"Patata, salteada con aceite girasol",,1.000000,0,560.952,7.838,1.946,74.75,13.992,1.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8914,3.9857,1.7893,NA,0,1.68487,0,3.4552,11.96,0.9206,0.028,0.0922,0,0.2394,9.2,6.74,0.648,483.26,19.36,6.68,42.8,1,0.6,0.279
886,"Puré de patata y queso, en copos",,1.000000,0,1925.1,1.1,10.9,6.3,70.5,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152,0.285,0.461,NA,0,0,0,0,0,4.6,0.08,0.17,0,0,27,31,1.5,1352,14,1940,147,0,0,0
887,"Puré, de patata, con leche",,1.000000,0,395.175,3.375,2.2,78,13.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.13,1.9,NA,11,27.6667,TR,0.12,15,0.7,0.04,0.09,TR,0.23,6,31,0.4,280,16,150,48,2.6,26.3,0.1648
888,"Puré de patata, con verduras, en copos",,1.000000,0,1506.1,4.5,4,14.5,74.8,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,0.1,TR,NA,0,0.3,0,0.1,0,4.4,0.09,0.16,0.02,0.03,25.4,59,1.9,1413,23,1931,160,1,0,0.1
891,"Tapioca, hervida",,1.000000,0,530.4,TR,0.2,68.6,31,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,0,0,0,0,TR,TR,TR,0,TR,0,11,1,20,3,4,20,NA,0,TR
892,"Tomate, maduro, puré",,1.000000,0,303.2,0.2,4.5,79.6,12.9,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,0.1,TR,NA,0,216.67,0,5.37,54,4.1,0.12,0.22,0,0.44,38,48,1.6,236,48,240,94,23.5,0.3,0.7
893,Almidón de arroz,,1.000000,0,1457.92,0,0.76,14.2,85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0.2,0,0,0,0,0,20,0.28,8,20,61,100,0.6,0,0.5
894,"Trufa, cruda",,1.000000,0,392.5,0.5,9,61,13,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,3.5,431,28,77,62,NA,NA,NA
